INFO     2023-05-26 11:22:10 [core.until.cases:80]  : 测试用例开始执行
INFO     2023-05-26 11:22:10 [core.until.cases:90]  : 解析用例名称:case_name='模糊查询门店活动码hq', fixture_name='admin_driver'
INFO     2023-05-26 11:22:12 [core.until.cases:103]  : 执行关键字name='点击导航栏渠道活码工具选项', key='click', args=["//span[contains(text(),'渠道活码工具')]"]
INFO     2023-05-26 11:22:13 [core.until.cases:103]  : 执行关键字name='点击导航栏活动码选项', key='click', args=["//span[contains(text(),'活动码')]"]
INFO     2023-05-26 11:22:13 [core.until.cases:103]  : 执行关键字name='点击导航栏门店活动码选项', key='click', args=["//span[contains(text(),'门店活动码')]"]
INFO     2023-05-26 11:22:13 [core.until.cases:103]  : 执行关键字name='切换门店活动码主页', key='iframe_enter', args=['//iframe[@src="/marketing/storeActivityCode/page"]']
INFO     2023-05-26 11:22:15 [core.until.cases:103]  : 执行关键字name='输入完整活动码名称', key='input', args=['//input[@placeholder="请输入"]', 'zdh测试正常创建门店活动码名']
INFO     2023-05-26 11:22:16 [core.until.cases:103]  : 执行关键字name='点击渠道输入框', key='click', args=['/html/body/div[1]/div/div/div/div/div[1]/form/div/div[2]/div/div/div/div/div']
INFO     2023-05-26 11:22:16 [core.until.cases:103]  : 执行关键字name='选择大渠道', key='click', args=['//div[contains(text(),"AAA·1")]']
INFO     2023-05-26 11:22:17 [core.until.cases:103]  : 执行关键字name='选择中渠道', key='click', args=['//div[contains(text(),"BBB")]']
INFO     2023-05-26 11:22:17 [core.until.cases:103]  : 执行关键字name='选择小渠道', key='click', args=['//div[contains(text(),"CCC")]', '  ']
INFO     2023-05-26 11:22:17 [core.until.cases:103]  : 执行关键字name='点击确定按钮', key='click', args=['//span[contains(text(),"确定")]']
INFO     2023-05-26 11:22:18 [core.until.cases:103]  : 执行关键字name='点击区域输入框', key='click', args=['/html/body/div[1]/div/div/div/div/div[1]/form/div/div[3]/div/div/div/div/div']
INFO     2023-05-26 11:22:19 [core.until.cases:103]  : 执行关键字name='选择大区', key='click', args=['//div[contains(text(),"五件套大区1")]']
INFO     2023-05-26 11:22:19 [core.until.cases:103]  : 执行关键字name='选择小区', key='click', args=['//div[contains(text(),"五件套小区1")]']
INFO     2023-05-26 11:22:20 [core.until.cases:103]  : 执行关键字name='点击确定按钮', key='click', args=['/html/body/div[3]/div[2]/div/div/div[3]/div/button[3]/span']
INFO     2023-05-26 11:22:20 [core.until.cases:103]  : 执行关键字name='门店输入框输入门店名称', key='input', args=['/html/body/div[1]/div/div/div/div/div[1]/form/div/div[4]/div/div/div/div[1]/div/input', '五件套店U']
INFO     2023-05-26 11:22:21 [core.until.cases:103]  : 执行关键字name='下拉列表选择门店', key='click', args=['//li[contains(text(),"五件套店U2")]']
INFO     2023-05-26 11:22:21 [core.until.cases:103]  : 执行关键字name='收起门店下拉列表', key='click', args=['//label[text()="关联门店"]/../div/div/div/div/i']
INFO     2023-05-26 11:22:22 [core.until.cases:103]  : 执行关键字name='主理人输入框输入主理人名', key='input', args=['/html/body/div[1]/div/div/div/div/div[1]/form/div/div[5]/div/div/div/div[1]/div/input', 'U2店']
INFO     2023-05-26 11:22:22 [core.until.cases:103]  : 执行关键字name='等待1s', key='sleep', args=[1]
INFO     2023-05-26 11:22:23 [core.until.cases:103]  : 执行关键字name='下拉列表选择主理人', key='click', args=['//li[contains(text(),"U2店长")]']
INFO     2023-05-26 11:22:24 [core.until.cases:103]  : 执行关键字name='收起主理人下拉列表', key='click', args=['//label[text()="主理人"]/../div/div/div/div/i']
